,Values,Legend
392,146.91995230721207,Normal
393,91.16368549818394,Normal
394,94.7013247023033,Normal
395,67.27404239475602,Normal
396,111.91933274126414,Normal
397,68.18755009261366,Normal
398,113.39123424721865,Normal
399,40.96611995087504,Normal
400,126.19870314997797,Normal
401,73.31151963056463,Normal
402,93.19057572128968,Normal
403,77.06849031474522,Normal
404,85.49615799550409,Normal
405,179.6473101591616,Normal
406,214.1074201514767,Normal
407,49.5745726607189,Normal
408,44.85294070150971,Normal
409,37.77556787256159,Normal
410,84.43259277141694,Normal
411,124.24552906163437,Normal
412,106.28386829039374,Normal
413,73.62951172819089,Normal
414,137.78328157083087,Normal
415,93.39897695328052,Normal
416,135.02192426071247,Normal
417,144.0114551347974,Normal
418,58.980751201153296,Normal
419,71.76009084575858,Normal
420,43.58185613131724,Normal
421,95.99160286689565,Normal
422,71.12781497914929,Normal
423,175.69117723026235,Normal
424,53.97398710449526,Normal
425,57.30213140177865,Normal
426,95.3601911055588,Normal
427,86.6497292292606,Normal
428,64.02490780623431,Normal
429,93.72370344911637,Normal
430,97.31736630991816,Normal
431,56.58007321425798,Normal
432,98.0359951023503,Normal
433,117.87636255521394,Normal
434,70.61988126669948,Normal
435,33.69213828781283,Normal
436,95.7620300124818,Normal
437,78.56516141112145,Normal
438,130.37032479272514,Normal
439,98.80080154773864,Normal
440,72.71353737109334,Normal
441,96.18117415417085,Normal
442,85.38175158123053,Normal
443,108.97274071849625,Normal
444,56.883565045193436,Normal
445,73.44233868259752,Normal
446,60.40727843310004,Normal
447,39.104471461305664,Normal
448,66.42157411861271,Normal
449,48.4222305732297,Normal
450,55.201797211451876,Normal
451,98.50524750245168,Normal
452,69.23018502192238,Normal
453,103.7915317593782,Normal
454,105.72189148336899,Normal
455,109.97253247477464,Normal
456,112.94456999260373,Normal
457,81.02125755567954,Normal
458,72.12387670427147,Normal
459,181.803263937087,Normal
460,125.9495188936124,Normal
461,149.58794410427447,Normal
462,97.61184083158265,Normal
463,84.42319962958533,Normal
464,165.18451611002843,Normal
465,68.7679675558619,Normal
466,20.962207617257228,Normal
467,88.06742699445948,Normal
468,41.107973131850585,Normal
469,132.7542248189579,Normal
470,52.536686152197746,Normal
471,107.94128770766494,Normal
472,143.06088335871533,Normal
473,152.40348835383153,Normal
474,106.59988812823362,Normal
475,129.38887375002707,Normal
476,70.93420140319925,Normal
477,74.28728707390096,Normal
478,65.49342810987957,Normal
479,95.19190994493275,Normal
480,69.20788633863603,Normal
481,137.57397936877317,Normal
482,74.01251910683513,Normal
483,72.29537905498069,Normal
484,114.90889841655773,Normal
485,99.77591718081469,Normal
486,58.2323914779877,Normal
487,90.97046076819174,Normal
488,71.52885845276762,Normal
489,32.944396966623465,Normal
490,109.65989996064143,Normal
491,88.58907795450034,Normal
492,164.668762169283,Normal
493,192.37607918843986,Normal
494,78.6075322019831,Normal
495,73.58627509163269,Normal
496,123.25529594412409,Normal
497,162.7123770130452,Normal
498,109.35130979197626,Normal
499,63.19105017058994,Normal
500,63.386921259691206,Normal
501,75.30919072317538,Normal
502,113.17709763896877,Normal
503,98.85487842965024,Normal
504,112.29759964211037,Normal
505,25.52858279598923,Normal
506,87.22407283267891,Normal
507,105.25825784755548,Normal
508,131.82343140719092,Normal
509,78.98696240209983,Normal
510,66.88323849239936,Normal
511,64.0658075711034,Normal
512,60.58255462176341,Normal
513,50.62391343887194,Normal
514,82.76712006675817,Normal
515,53.577192047259864,Normal
516,113.493116392561,Normal
517,100.91994940395784,Normal
518,60.02255332596852,Normal
519,56.7047450116647,Normal
520,118.37929167180235,Normal
521,90.2623541272221,Normal
522,84.85232520681127,Normal
523,129.76881696338558,Normal
524,39.5184657524553,Normal
525,56.96392021071237,Normal
526,85.20620244380675,Normal
527,59.027964910825894,Normal
528,111.47724436084802,Normal
529,105.44504139002119,Normal
530,157.53223227583067,Normal
531,91.50693380524118,Normal
532,69.35710452910911,Normal
533,80.8061576139738,Normal
534,54.342276394791554,Normal
535,91.29489613335485,Normal
536,53.18574451623398,Normal
537,145.08433904043466,Normal
538,103.88575078147804,Normal
539,81.35904172437482,Normal
540,157.26134354600632,Normal
541,48.53799844864528,Normal
542,68.59868243931778,Normal
543,44.83804732819624,Normal
544,72.23777258644876,Normal
545,138.9745383065806,Normal
546,119.39436829057897,Normal
547,174.15936212009575,Normal
548,118.79447813279886,Normal
549,91.23387762639646,Normal
550,117.24849186255757,Normal
551,142.1451672291917,Normal
552,51.82475698920306,Normal
553,71.00509928401362,Normal
554,109.84371539301686,Normal
555,55.34339922591158,Normal
556,111.82003826308978,Normal
557,60.675922493425915,Normal
558,115.8881662341301,Normal
559,191.97724091980004,Normal
560,112.021357369095,Normal
561,59.3522504642743,Normal
562,119.38168198136273,Normal
563,188.18570083209116,Normal
564,72.48966400774245,Normal
565,52.53648083440462,Normal
566,127.51813646064645,Normal
567,87.94851639053758,Normal
568,62.092474869800625,Normal
569,101.70847372187512,Normal
570,125.52942662684872,Normal
571,85.49380634649683,Normal
572,73.31423771101967,Normal
573,40.81212565843891,Normal
574,189.22754372628825,Normal
575,82.94171879787595,Normal
576,149.98009032948215,Normal
577,87.82894963320688,Normal
578,191.60171963896823,Normal
579,27.363765637030838,Normal
580,104.52452573115329,Normal
581,57.92449810906415,Normal
582,173.1783508497776,Normal
583,63.1668481348068,Normal
584,133.98486941159788,Normal
585,160.05819843451377,Normal
586,77.32549152975201,Normal
587,80.71845122660807,Normal
588,73.67684674553004,Normal
589,95.29149950620808,Normal
590,75.08423924486617,Normal
591,82.59876083651028,Normal
592,41.846760014886954,Normal
593,84.41488500538121,Normal
594,69.35686696913774,Normal
595,120.99401975968883,Normal
596,101.48967195365228,Normal
597,128.11159341437224,Normal
598,75.02312007055109,Normal
599,110.91120187987438,Normal
600,123.37140762648946,Normal
601,137.19493700160606,Normal
602,50.02434607165564,Normal
603,87.29138482691319,Normal
604,102.12171597998736,Normal
605,71.4880692805845,Normal
606,82.72472462963957,Normal
607,85.07383470402009,Normal
608,126.06285538203281,Normal
609,105.48989357744676,Normal
610,61.39174464400782,Normal
611,85.00891748170694,Normal
612,144.79542830495285,Normal
613,74.40301748564195,Normal
614,221.74391947572792,Normal
615,158.45112170081245,Normal
616,54.255446522065554,Normal
617,153.15345244984996,Normal
618,156.8633146002175,Normal
619,152.7012579209606,Normal
620,119.93437367736573,Normal
621,75.98483733722264,Normal
622,47.47571863119502,Normal
623,89.67828321207249,Normal
624,68.92777407731172,Normal
625,139.7009373883605,Normal
626,116.57966246292989,Normal
627,126.97343477894998,Normal
628,85.05272611171908,Normal
629,86.53064062179591,Normal
630,124.44847182307535,Normal
631,122.36748579043568,Normal
632,110.65493162706214,Normal
633,171.54655415571918,Normal
634,108.05119734265006,Normal
635,97.20508139870034,Normal
636,110.33177718992285,Normal
637,92.9138047772706,Normal
638,78.12655512050077,Normal
639,130.15301973634146,Normal
640,90.41753282081656,Normal
641,190.46550190727618,Normal
642,52.42633378380003,Normal
643,67.02403687712007,Normal
644,171.7448039820322,Normal
645,57.24895156839203,Normal
646,73.25525224825529,Normal
647,111.04413846075657,Normal
648,62.722787942324814,Normal
649,77.05541936604848,Normal
650,121.15654478676572,Normal
651,60.34827786182335,Normal
652,103.73611522648301,Normal
653,78.23655295618308,Normal
654,69.34213947997662,Normal
655,54.6782875979448,Normal
656,115.98525948523725,Normal
657,139.5615804469019,Normal
658,101.85093202754989,Normal
659,101.11282635076994,Normal
660,53.32030964148079,Normal
661,65.58812808593088,Normal
662,130.97214639794868,Normal
663,45.85006338678392,Normal
664,100.46049782864698,Normal
665,59.220080568346404,Normal
666,186.74581071731274,Normal
667,89.21212258565551,Normal
668,178.99663407014026,Normal
669,113.3722501995988,Normal
670,47.23215319242168,Normal
671,184.3804267987722,Normal
672,90.54198041881132,Normal
673,65.45455312173058,Normal
674,70.40876539170299,Normal
675,189.7157276365295,Normal
676,111.96060241002183,Normal
677,48.45561384717511,Normal
678,83.26694500717798,Normal
679,136.83380991203128,Normal
680,135.52123853852675,Normal
681,47.23140710436493,Normal
682,103.56256628595227,Normal
683,69.60027704836837,Normal
684,136.8785834802316,Normal
685,57.91908076575783,Normal
686,85.18940138507571,Normal
687,75.43734974386986,Normal
688,39.474194169813515,Normal
689,118.98299752337711,Normal
690,52.20311992328945,Normal
691,154.7802655833867,Normal
692,64.52366724371542,Normal
693,69.52863391224899,Normal
694,28.051321200449244,Normal
695,93.02236432126402,Normal
696,146.76395159610473,Normal
697,69.77509827855582,Normal
698,112.2620777838107,Normal
699,91.0378284293006,Normal
700,54.01285871978265,Normal
701,75.67106198339197,Normal
702,54.93332705935164,Normal
703,96.18622631425703,Normal
704,111.69548660093056,Normal
705,64.78243479089409,Normal
706,52.65754769850014,Normal
707,169.62124247233152,Normal
708,100.2462268169439,Normal
709,154.17555253505722,Normal
710,72.79874727754597,Normal
711,193.77289136171453,Normal
712,141.8405132508055,Normal
713,35.08082250711521,Normal
714,92.03624508756013,Normal
715,90.3336854280814,Normal
716,65.59282988920987,Normal
717,77.05221623191419,Normal
718,103.68511141432322,Normal
719,160.08233245327122,Normal
720,86.7833799972642,Normal
721,82.05703177572646,Normal
722,118.60363694597274,Normal
723,78.51199543790253,Normal
724,36.806199209899454,Normal
725,59.34232877138485,Normal
726,57.459900602012894,Normal
727,60.18240441072986,Normal
728,154.16770655855558,Normal
729,64.88381974163322,Normal
730,87.21005316220983,Normal
731,53.73949819219956,Normal
732,80.80527135284638,Normal
733,99.89761285512292,Normal
734,68.35013339483245,Normal
735,57.81159181007423,Normal
736,44.124787610658785,Normal
737,85.57864644921203,Normal
738,77.76495620084609,Normal
739,69.87765900945362,Normal
740,84.70515453584493,Normal
741,117.25750377293903,Normal
742,103.95682116738307,Normal
743,99.08546882639484,Normal
744,160.48019817561192,Normal
745,142.7716258534076,Normal
746,23.16107204718439,Normal
747,63.743230916295744,Normal
748,59.59105877655627,Normal
749,71.93850135873672,Normal
750,75.56504651503415,Normal
751,116.51450367402023,Normal
752,162.23931043274416,Normal
753,58.255113573365556,Normal
754,43.155434781730726,Normal
755,82.72569612628209,Normal
756,108.3254801060555,Normal
757,104.11105377226565,Normal
758,80.37002650287496,Normal
759,54.626966848704924,Normal
760,41.86801600276765,Normal
761,42.04668177509057,Normal
762,105.07876798308585,Normal
763,46.673257304821604,Normal
764,123.84283901896679,Normal
765,73.5093671142791,Normal
766,98.08258236435083,Normal
767,97.83641672011778,Normal
768,84.1879015953605,Normal
769,41.96557851213865,Normal
770,82.32125343076999,Normal
771,73.04320099010165,Normal
772,43.65889101058317,Normal
773,138.67426372431726,Normal
774,92.77301368863563,Normal
775,140.36303938593878,Normal
776,157.44397555486924,Normal
777,82.43513970626367,Normal
778,92.59988193402768,Normal
779,84.56606144992998,Normal
780,98.77594487622487,Normal
781,56.887990192910465,Normal
782,109.8919001087067,Normal
783,80.69120630173975,Normal
784,83.77866300557409,Normal
785,62.545206329043324,Normal
786,132.12060903335941,Normal
787,58.090957490242204,Normal
788,109.49910162398339,Normal
789,120.95217730020727,Normal
790,81.36912331525653,Normal
791,81.04676573462015,Normal
792,75.99079953847827,Normal
793,107.12507759104088,Normal
794,84.6333485849375,Normal
795,116.44151618767154,Normal
796,62.156474249185095,Normal
797,110.88166080356774,Normal
798,64.32488040923923,Normal
799,106.31342122650449,Normal
800,62.38574405690854,Normal
801,171.75985146957038,Normal
802,95.68176133083735,Normal
803,94.58461894747497,Normal
804,159.28186602349996,Normal
805,90.71746977430391,Normal
806,80.18048832350908,Normal
807,177.87822086905476,Normal
808,121.0766624896953,Normal
809,102.951858315744,Normal
810,79.29919046476347,Normal
811,112.9841923343697,Normal
812,46.53151680684164,Normal
813,60.83223938355343,Normal
814,122.42353603723086,Normal
815,114.67922297099041,Normal
816,94.54855888447139,Normal
817,69.95746434940793,Normal
818,44.57279309014392,Normal
819,75.0771141274856,Normal
820,64.32392880858859,Normal
821,96.46237795235108,Normal
822,82.77063876245992,Normal
823,105.52851580884357,Normal
824,79.5739380856214,Normal
825,98.78698117299001,Normal
826,111.37222592009034,Normal
827,103.3935895446732,Normal
828,140.43617075990835,Normal
829,166.8432300321806,Normal
830,114.1028219430053,Normal
831,109.79956523641523,Normal
832,66.1348905054187,Normal
833,74.06410253259921,Normal
834,94.15176363933996,Normal
835,62.13235876189346,Normal
836,147.00652267472483,Normal
837,167.72889541423996,Normal
838,62.4623541164828,Normal
839,130.11357602742532,Normal
840,147.16340290068746,Normal
841,95.31611165224339,Normal
842,70.58962232164681,Normal
843,32.67722383276379,Normal
844,91.33728675702727,Normal
845,77.48805375965176,Normal
846,53.286169402544566,Normal
847,151.01197095254918,Normal
848,76.87778214780914,Normal
849,189.61113021495103,Normal
850,125.74283991259647,Normal
851,70.4540872063997,Normal
852,61.87513164552444,Normal
853,46.31829686722017,Normal
854,104.6648496130643,Normal
855,128.09792668379086,Normal
856,69.18993946979015,Normal
857,106.83175773039241,Normal
858,70.62135216008659,Normal
859,48.1928094114147,Normal
860,87.33759832082251,Normal
861,62.76637895379142,Normal
862,117.68440109694377,Normal
863,78.96474723212266,Normal
864,66.31998068290461,Normal
865,92.97495777625859,Normal
866,93.79474685399826,Normal
867,80.18437780309779,Normal
868,99.42744821683073,Normal
869,59.564502822904856,Normal
870,48.116836082850796,Normal
871,113.95122321931782,Normal
872,57.49262335110054,Normal
873,124.09254900910526,Normal
874,83.77618157307639,Normal
875,39.56222067395169,Normal
876,80.99563412666389,Normal
877,50.20963703635654,Normal
878,94.59379622732031,Normal
879,52.95611410366675,Normal
880,102.23129446455592,Normal
881,62.05831754690067,Normal
882,139.27631646119193,Normal
883,55.62139324160221,Normal
884,126.61909606199467,Normal
885,129.99775916055668,Normal
886,87.3768720817782,Normal
887,77.67459356900662,Normal
888,61.70597356865598,Normal
889,137.28403724513453,Normal
890,91.59371931082094,Normal
891,176.71424514145042,Normal
892,131.50339467539857,Normal
893,114.09376290095413,Normal
894,80.09318636420818,Normal
895,73.6302789446639,Normal
896,72.66880524189686,Normal
897,41.435921357750594,Normal
898,146.1158601260629,Normal
899,46.00341435460868,Normal
900,113.0582402812113,Normal
901,94.32962411657809,Normal
902,110.33005308710355,Normal
903,60.25647162188841,Normal
904,70.5156165458254,Normal
905,90.19870092877123,Normal
906,186.9259190057494,Normal
907,90.14360259617138,Normal
908,78.75761985669119,Normal
909,68.65610474617709,Normal
910,67.62243249431197,Normal
911,90.29778320691771,Normal
912,181.32831566376,Normal
913,205.84375557881165,Normal
914,110.17835424791674,Normal
915,135.77241643649873,Normal
916,46.659767434519686,Normal
917,167.13124939340457,Normal
918,88.34728404707494,Normal
919,70.90019925597296,Normal
920,94.63410918026263,Normal
921,99.14302764023469,Normal
922,124.80738063841223,Normal
923,74.82517241155955,Normal
924,122.9097474875562,Normal
925,55.223864110478274,Normal
926,148.48969340160113,Normal
927,92.19713406740362,Normal
928,117.64377168729919,Normal
929,100.27879904138571,Normal
930,72.12563646051798,Normal
931,135.42333820677987,Normal
932,79.20106631976421,Normal
933,152.8470166423319,Normal
934,136.79081260098954,Normal
935,193.3722298215424,Normal
936,71.53702667164896,Normal
937,141.5189639610718,Normal
938,105.87046028068399,Normal
939,55.58189006632738,Normal
940,139.2920719035016,Normal
941,48.332047054452914,Normal
942,74.92739334462576,Normal
943,73.51352325323397,Normal
944,21.48603281634544,Normal
945,152.4918840598113,Normal
946,87.49790758754835,Normal
947,115.03531945645281,Normal
948,83.8284619373203,Normal
949,116.409826602998,Normal
950,56.03762267443982,Normal
951,98.6438859304512,Normal
952,100.68239214092256,Normal
953,95.63085198380045,Normal
954,55.13001896993602,Normal
955,154.32153071558412,Normal
956,52.912464594096456,Normal
957,77.38614362678744,Normal
958,126.51880933402413,Normal
959,78.85362271822689,Normal
960,88.94407358208048,Normal
961,144.34337727619274,Normal
962,31.946035513454575,Normal
963,75.34661129989844,Normal
964,99.54246755812814,Normal
965,102.99263391679135,Normal
966,89.06862375820683,Normal
967,131.74095926041986,Normal
968,92.72967364017474,Normal
969,121.66695723313846,Normal
970,52.060572674580825,Normal
971,78.6154251505831,Normal
972,121.58408437331335,Normal
973,63.228168696149815,Normal
974,105.96780053510341,Normal
975,85.4908911554206,Normal
976,172.16304016572678,Normal
977,132.75755857861822,Normal
978,102.61659702547766,Normal
979,76.76361393134627,Normal
980,203.7935243317479,Normal
981,99.65232590186483,Normal
982,61.3183739820568,Normal
983,126.0983241878028,Normal
984,121.6191075527659,Normal
985,168.10062069393152,Normal
986,92.13407892336981,Normal
987,91.22292625787057,Normal
988,161.2278438593473,Normal
989,121.90976682231903,Normal
990,64.59989344949742,Normal
991,78.31910909525517,Normal
992,58.243336551815304,Normal
993,102.4550955289174,Normal
994,63.96138758030435,Normal
995,45.14949966630951,Normal
996,178.77370473180707,Normal
997,78.69724928767666,Normal
998,106.59585033525303,Normal
