,Values,Seasons
81,0.06247324559761948,Winter
82,0.07316873531250553,Winter
83,0.04164163620339667,Winter
84,0.05327995218467222,Winter
85,0.055403566476531656,Winter
86,0.037754140487815564,Winter
87,0.05437717391131398,Winter
88,0.0931193362141945,Winter
89,0.021855377759307307,Winter
90,0.11016564926477981,Winter
91,0.02748296847964964,Winter
92,0.08477612926520851,Winter
93,0.057636996352910384,Winter
94,0.10408452027160789,Winter
95,0.033332177985663194,Winter
96,0.08047531066002812,Winter
97,0.048250647604245855,Winter
98,0.027981029864856788,Winter
99,0.042615712887618784,Winter
100,0.061031297096235164,Winter
101,0.060760469050212644,Winter
102,0.08095139145179012,Winter
103,0.07601955057186763,Winter
104,0.04970600231451969,Winter
105,0.07085153170094749,Winter
106,0.05282607648421002,Winter
107,0.02860683016728958,Winter
108,0.04756669288869041,Winter
109,0.08046049779789083,Winter
110,0.08475168984972474,Winter
111,0.05605957362492491,Winter
112,0.036490485145987434,Winter
113,0.07361976115942653,Winter
114,0.03735673311485351,Winter
115,0.04900668363076402,Winter
116,0.08515566229662845,Winter
117,0.03850394040514936,Winter
118,0.06310830436579291,Winter
119,0.07417754275111968,Winter
120,0.06904581582941716,Winter
121,0.08964554860762809,Winter
122,0.03252697711022449,Winter
123,0.055457301868726785,Winter
124,0.0804210572643582,Winter
125,0.05931275616960217,Winter
126,0.045120639661553545,Winter
127,0.024290056563944663,Winter
128,0.06613730939927462,Winter
129,0.05785564872664416,Winter
130,0.06960680361895905,Winter
131,0.06938943876409101,Winter
132,0.044739051946469856,Winter
133,0.048612602805784444,Winter
134,0.07397388482439068,Winter
135,0.06994627425343186,Winter
136,0.033935959512696456,Winter
137,0.05217469215629128,Winter
138,0.048796263892032954,Winter
139,0.06107532594190174,Winter
140,0.07181781600542868,Winter
141,0.04884796773262713,Winter
142,0.07305261707155736,Winter
143,0.11839208479333217,Winter
144,0.08228510597673212,Winter
145,0.03961968693864569,Winter
146,0.02786454669316546,Winter
147,0.04802501696887314,Winter
148,0.054857989009345506,Winter
149,0.05557800669394544,Winter
150,0.08562107289577704,Winter
151,0.03513422221925896,Winter
152,0.0718678042777014,Winter
153,0.04479921198920035,Winter
154,0.07774979604483372,Winter
155,0.04460159270564354,Winter
156,0.05672550123280584,Winter
157,0.05339540482685233,Winter
158,0.022382375780123216,Winter
159,0.06741039574214669,Winter
160,0.024135027777316513,Winter
161,0.10161351724837671,Winter
162,0.07683731917844977,Winter
163,0.09220311875387589,Winter
164,0.1200708990024538,Winter
165,0.052449102813982816,Winter
166,0.06779186514999389,Winter
167,0.021133278677929936,Winter
168,0.047165020036088995,Winter
169,0.06557097599030016,Winter
170,0.045340681759640136,Winter
171,0.05833387940079061,Winter
172,0.01911904021105418,Winter
173,0.11518932237373514,Winter
174,0.05230611091898339,Winter
175,0.021479926213160017,Winter
176,0.0717185873859662,Winter
177,0.041893536450155325,Winter
178,0.09939306675436835,Winter
179,0.059579325770784605,Winter
180,0.042439226785645906,Winter
181,0.08271628299997573,Winter
182,0.08925305121932645,Winter
183,0.07811810930442616,Winter
184,0.03159423096774696,Winter
185,0.031216659055961347,Winter
186,0.018163137265619526,Winter
187,0.020126609402381323,Winter
188,0.0727374455518488,Winter
189,0.06048314033524368,Winter
190,0.06328582424391153,Winter
191,0.02608222916369372,Winter
192,0.050097857578639535,Winter
193,0.05064110703838663,Winter
194,0.06032371551105058,Winter
195,0.07772378158294212,Winter
196,0.03681081002959113,Winter
197,0.058877358955532,Winter
198,0.021258056362367567,Winter
199,0.07393642026661515,Winter
200,0.03220464290993883,Winter
201,0.06580827140599405,Winter
202,0.07667093807683897,Winter
203,0.04438488482859321,Winter
204,0.04743360590729653,Winter
205,0.09686729231284709,Winter
206,0.10077470918675029,Winter
207,0.0670828788988278,Winter
208,0.037098963794045176,Winter
209,0.0496065755888989,Winter
210,0.05431735323230227,Winter
211,0.07679967651742062,Winter
212,0.04529831821503687,Winter
213,0.03762245436752245,Winter
214,0.028023779132405016,Winter
215,0.03332702327483282,Winter
216,0.03255455349888825,Winter
217,0.05991448432266213,Winter
218,0.11585799203769481,Winter
219,0.07953307640043224,Winter
220,0.05911608904703175,Winter
221,0.07539644459345715,Winter
222,0.03725139800197992,Winter
223,0.11134441207065571,Winter
224,0.04023478525109046,Winter
225,0.10123154780668736,Winter
226,0.050320684771476484,Winter
227,0.02965875001068998,Winter
228,0.06526692356659648,Winter
229,0.03411974978825036,Winter
230,0.03210366028238603,Winter
231,0.06272391126971169,Winter
232,0.07800294315345259,Winter
233,0.06745619343206687,Winter
234,0.0750498887066792,Winter
235,0.0825857020188316,Winter
236,0.05613899144495684,Winter
237,0.012588849647924751,Winter
238,0.054395572725771335,Winter
239,0.05292345738868842,Winter
240,0.018511206375311572,Winter
241,0.05034526414956707,Winter
242,0.05939176643079587,Winter
243,0.09959988731602853,Winter
244,0.036171933076473664,Winter
245,0.040055899553302465,Winter
246,0.07869625270808035,Winter
247,0.07962606665283826,Winter
248,0.06011666584321572,Winter
249,0.02493964446011221,Winter
250,0.05516344487584789,Winter
251,0.024141123490464957,Winter
252,0.07467851245933915,Winter
253,0.03973914942170813,Winter
254,0.03927299513956974,Winter
255,0.058479635513013446,Winter
256,0.04687506183521756,Winter
257,0.044636853565784465,Winter
258,0.06211356329603228,Winter
259,0.06263734564859491,Winter
260,0.06188072133937961,Winter
261,0.07670894648986461,Winter
262,0.04714304911822177,Winter
263,0.022164217786305264,Winter
264,0.0636963857269334,Winter
265,0.04972641055167373,Winter
266,0.056878883416384585,Winter
267,0.03314735378215855,Winter
268,0.03640071959815558,Winter
269,0.07611075346791993,Winter
270,0.0642267445174537,Winter
271,0.02637126040230588,Winter
272,0.03681421095969026,Winter
273,0.025541961416665433,Winter
274,0.04591445802879676,Winter
275,0.12465730694619342,Winter
276,0.05698236003403475,Winter
277,0.043101120794740655,Winter
278,0.04677655897557472,Winter
279,0.02531287404478629,Winter
280,0.054985697326430175,Winter
281,0.041637425334391916,Winter
282,0.06828149285414016,Winter
283,0.031938767948169876,Winter
284,0.06678583075829383,Winter
285,0.04896081081872325,Winter
286,0.035854349967023524,Winter
287,0.03787945365829629,Winter
288,0.036245285761733345,Winter
289,0.045183509499985675,Winter
290,0.04457589407295859,Winter
291,0.0673433608951047,Winter
292,0.04492295516310178,Winter
293,0.03330859753680444,Winter
294,0.04383008351850577,Winter
295,0.0698607521088277,Winter
296,0.08572659894631263,Winter
297,0.033383132270468734,Winter
298,0.050500641107746866,Winter
299,0.05375694728549296,Winter
300,0.08736262620627781,Winter
301,0.09016697782911001,Winter
302,0.08259272317363918,Winter
303,0.081857663327512,Winter
304,0.051757291156550415,Winter
305,0.057649126975342524,Winter
306,0.0892889676494323,Winter
307,0.07574643496849585,Winter
308,0.04708862913701999,Winter
309,0.057580918665060085,Winter
310,0.04190818970654986,Winter
311,0.07452989344446796,Winter
312,0.0478104293100689,Winter
313,0.05299685394865041,Winter
314,0.060896335973283124,Winter
315,0.05836507365006525,Winter
316,0.0546108403632488,Winter
317,0.07415898408091766,Winter
318,0.04628564052299518,Winter
319,0.03740489728896773,Winter
320,0.034270442212967656,Winter
321,0.05750705696425218,Winter
322,0.049888245148479886,Winter
323,0.04549487644179251,Winter
324,0.0701634491437077,Winter
325,0.039742258905104806,Winter
326,0.09704167317510512,Winter
327,0.04930265555565459,Winter
328,0.04891554258746238,Winter
329,0.05037090691838868,Winter
330,0.05091499354760798,Winter
331,0.08694115656642809,Winter
332,0.07704483453373677,Winter
333,0.040186615496601547,Winter
334,0.058138613573378586,Winter
335,0.09003650638613897,Winter
336,0.056107936447938926,Winter
337,0.0357043315633024,Winter
338,0.04829396535261184,Winter
339,0.04811143132714646,Winter
340,0.031949979067042424,Winter
341,0.03335869731998423,Winter
342,0.07722843419947933,Winter
343,0.06013573686578633,Winter
344,0.04132973413902496,Winter
345,0.06399776546162278,Winter
346,0.039741730999173636,Winter
347,0.036795682906437685,Winter
348,0.0269127875259332,Winter
349,0.05948220266419667,Winter
350,0.06043786352041852,Winter
351,0.029963855027621944,Winter
352,0.07483524460387381,Winter
353,0.06282955919750366,Winter
354,0.07494467959941427,Winter
355,0.07368467554867048,Winter
356,0.06380045573820058,Winter
357,0.09273468003036517,Winter
358,0.08594139623200667,Winter
359,0.10520044408232526,Winter
360,0.05637306899200023,Winter
361,0.055257845780435175,Winter
362,0.05770189201465309,Winter
363,0.08384458599838895,Winter
364,0.06820080619569534,Winter
365,0.08077338672832356,Winter
366,0.03887600201324113,Winter
367,0.038959849475099326,Winter
368,0.06090710170508839,Winter
369,0.0450549948170807,Winter
370,0.07255214419540498,Winter
371,0.08040999583884913,Winter
372,0.0558640509443341,Winter
373,0.042034897746493355,Winter
374,0.017816364539616946,Winter
375,0.033473715578172046,Winter
376,0.05700018399696638,Winter
377,0.0364186268041594,Winter
378,0.06580287625519035,Winter
379,0.08472767270789561,Winter
380,0.022736803184271355,Winter
381,0.051893670452245445,Winter
382,0.0874106342625939,Winter
383,0.06324730318817853,Winter
384,0.08116504754796355,Winter
385,0.02554495018112836,Winter
386,0.03387992496126717,Winter
387,0.06438018296415912,Winter
388,0.05604527334115713,Winter
389,0.05608181929711213,Winter
390,0.024478359766085946,Winter
391,0.015545840862740776,Winter
392,0.045181245661926585,Winter
393,0.049981917238100346,Winter
394,0.06518204153900908,Winter
395,0.07970433463995713,Winter
396,0.04020972900363669,Winter
397,0.04994919826837198,Winter
398,0.05646829168925116,Winter
399,0.0428049675207986,Winter
400,0.03601450459440242,Winter
401,0.05402238940838046,Winter
402,0.015809031435840556,Winter
403,0.054612014136985146,Winter
404,0.024275781818313573,Winter
405,0.06838043982723739,Winter
406,0.049911904351020026,Winter
407,0.06795499552314323,Winter
408,0.0882854648980437,Winter
409,0.10372866565267778,Winter
410,0.03321445429267417,Winter
411,0.04306874731021339,Winter
412,0.0336397293084191,Winter
413,0.0459931501037974,Winter
414,0.030851665957731735,Winter
415,0.0404313376711223,Winter
416,0.06329044426583537,Winter
417,0.03042516786511961,Winter
418,0.03744037297073101,Winter
419,0.09020643424999222,Winter
420,0.1151834783279844,Winter
421,0.09661339694376064,Winter
422,0.03996553221288595,Winter
423,0.06391892883773352,Winter
424,0.07654702682632392,Winter
425,0.059410021271161295,Winter
426,0.06203140334922401,Winter
427,0.06312852791194315,Winter
428,0.06514497294639009,Winter
429,0.05853730013181021,Winter
430,0.05631175683727392,Winter
431,0.0626243636842483,Winter
432,0.07756331273832072,Winter
433,0.05481110524626033,Winter
434,0.051690552362661235,Winter
435,0.05498434271696177,Winter
436,0.03250094151315885,Winter
437,0.074895396101012,Winter
438,0.06243648507140092,Winter
439,0.023967646296141176,Winter
440,0.055340379028263456,Winter
441,0.061976645406140715,Winter
442,0.034725567024478925,Winter
443,0.02182414919067911,Winter
444,0.036002410365388926,Winter
445,0.024508117967121386,Winter
446,0.07320042050281844,Winter
447,0.045571476570051894,Winter
448,0.026599302692938663,Winter
449,0.018340119110360688,Winter
450,0.028287744304619108,Winter
451,0.02959603445086717,Winter
452,0.06810747247225316,Winter
453,0.051295803139315754,Winter
454,0.05247486642460339,Winter
455,0.05348121869849134,Winter
456,0.058746147427312045,Winter
457,0.029882801476868864,Winter
458,0.03703074456933124,Winter
459,0.05328258187587842,Winter
460,0.059819701401168185,Winter
461,0.055856171080356454,Winter
462,0.03414772426998373,Winter
463,0.06488358534234417,Winter
464,0.06490878268219263,Winter
465,0.04746039791466113,Winter
466,0.057900186825451186,Winter
467,0.13862612529675844,Winter
468,0.05949707359595717,Winter
469,0.09469044260508533,Winter
470,0.04047875179444547,Winter
471,0.057052192788498754,Winter
472,0.07344964101179251,Winter
473,0.08140261920961528,Winter
474,0.06256297828435531,Winter
475,0.04683562851987469,Winter
476,0.06391000744175206,Winter
477,0.036892421103433465,Winter
478,0.04906907600606801,Winter
479,0.04422719579992537,Winter
480,0.07969408720779314,Winter
481,0.04594158017564806,Winter
482,0.07122369590397479,Winter
483,0.026364356001800995,Winter
484,0.08069685122259673,Winter
485,0.04372900551908236,Winter
486,0.08306407979584315,Winter
487,0.034263524476677285,Winter
488,0.027323591401805698,Winter
489,0.08434487774392961,Winter
490,0.0430652955829354,Winter
491,0.08600219420356156,Winter
492,0.08190223875025629,Winter
493,0.07356558286337525,Winter
494,0.07472466807023197,Winter
495,0.04805866417387726,Winter
496,0.05048914739030598,Winter
497,0.06398959777871259,Winter
498,0.030796274364789912,Winter
499,0.08506512174975683,Winter
500,0.07140960157322848,Winter
501,0.026539828089826353,Winter
502,0.049650443309858225,Winter
503,0.04729117862998691,Winter
504,0.036081238463528544,Winter
505,0.045373538992777795,Winter
506,0.0942196201246018,Winter
507,0.03720663689158344,Winter
508,0.04683143824796113,Winter
509,0.044494795478928366,Winter
510,0.06147885140661364,Winter
511,0.036167577683939564,Winter
512,0.049514591237848654,Winter
513,0.08093149990702828,Winter
514,0.026813867503536995,Winter
515,0.058923768590341485,Winter
516,0.05930200138760787,Winter
517,0.09506684852184283,Winter
518,0.0829422924789648,Winter
519,0.09997246616121715,Winter
520,0.05805837064311957,Winter
521,0.05135366713347547,Winter
522,0.0703233862836879,Winter
523,0.03826066664965948,Winter
524,0.0441791781050932,Winter
525,0.11128959833951817,Winter
526,0.06681177580298432,Winter
527,0.01706595587077801,Winter
528,0.06239719338173548,Winter
529,0.060887441788203746,Winter
530,0.03406299652728195,Winter
531,0.051331037533180496,Winter
532,0.06366358353815918,Winter
533,0.03143740338639824,Winter
534,0.07144398478505097,Winter
535,0.05187851183878341,Winter
536,0.05437877897042481,Winter
537,0.07724791268596204,Winter
538,0.05350809414227626,Winter
539,0.04945824103478206,Winter
540,0.0582549719890517,Winter
541,0.04803280463329511,Winter
542,0.06957382883873914,Winter
543,0.1122791909423165,Winter
544,0.08499863774368184,Winter
545,0.05649068213433801,Winter
546,0.09539250804906957,Winter
547,0.056020011067582975,Winter
548,0.05635169362799471,Winter
549,0.03859247623142028,Winter
550,0.012080336527665905,Winter
551,0.023963976577660095,Winter
552,0.06007325181407297,Winter
553,0.11276692267477911,Winter
554,0.027292130418048816,Winter
555,0.04985424515906493,Winter
556,0.04530171329955779,Winter
557,0.05667513061886696,Winter
558,0.02848173861473141,Winter
559,0.044540484556576616,Winter
560,0.03594583069646134,Winter
561,0.07779062083258581,Winter
562,0.057590971723805326,Winter
563,0.08276203629120603,Winter
564,0.06671402226153163,Winter
565,0.034182077033020744,Winter
566,0.03251260329532665,Winter
567,0.038403541224616214,Winter
568,0.04551796521515058,Winter
569,0.057677531645423594,Winter
570,0.02502268437058238,Winter
571,0.08557515724162017,Winter
572,0.059290077440257966,Winter
573,0.05005880621947695,Winter
574,0.04008912494141911,Winter
575,0.05976176424457369,Winter
576,0.04324392564982933,Winter
577,0.03859296740207663,Winter
578,0.06830004936046152,Winter
579,0.03302098969818861,Winter
580,0.026505129050966657,Winter
581,0.07853515018606155,Winter
582,0.053411973143111566,Winter
583,0.06495006703408296,Winter
584,0.03659953560575675,Winter
585,0.07474261727092572,Winter
586,0.07161701541976395,Winter
587,0.0344171030311919,Winter
588,0.03086541314727011,Winter
589,0.0485001556693542,Winter
590,0.041182061725699555,Winter
591,0.031125576192210493,Winter
592,0.050354995652138156,Winter
593,0.08797796649019995,Winter
594,0.05214331806257897,Winter
595,0.051873420995204256,Winter
596,0.06310482265995342,Winter
597,0.05743020901132657,Winter
598,0.06595912478013437,Winter
599,0.031650961036014114,Winter
600,0.041316651986738354,Winter
601,0.07058116371675599,Winter
602,0.06370951208506373,Winter
603,0.04450034986171299,Winter
604,0.0628073305159356,Winter
605,0.04251218102604812,Winter
606,0.05116567328338971,Winter
607,0.07804221730296146,Winter
608,0.022731044774621116,Winter
609,0.07007381381339689,Winter
610,0.045826063529486226,Winter
611,0.04996816888997721,Winter
612,0.05838670872968632,Winter
613,0.06811282525768947,Winter
614,0.08039310413849116,Winter
615,0.04493555016773107,Winter
616,0.05443660854097785,Winter
617,0.03346127732818901,Winter
618,0.027709920634960854,Winter
619,0.03383829682264047,Winter
620,0.08221239177620907,Winter
621,0.09891576751975975,Winter
622,0.10867829088192452,Winter
623,0.0407759988683344,Winter
624,0.03569655727979865,Winter
625,0.046262358838160114,Winter
626,0.051202043247336376,Winter
627,0.025429951649449823,Winter
628,0.03684535324545044,Winter
629,0.02822549984481372,Winter
630,0.040104056997708894,Winter
631,0.06991641570142765,Winter
632,0.03910889218947294,Winter
633,0.05956914024986046,Winter
634,0.04966084960782709,Winter
635,0.032114852381569976,Winter
636,0.030426196682685314,Winter
637,0.08607098425778967,Winter
638,0.056523856159126355,Winter
639,0.05245901425093907,Winter
640,0.10154419108949361,Winter
641,0.07313118848612421,Winter
642,0.08476897814865765,Winter
643,0.09139438104054509,Winter
644,0.026456142520816295,Winter
645,0.06719466640522764,Winter
646,0.09623020802929054,Winter
647,0.051940457560058884,Winter
648,0.04327034686278737,Winter
649,0.07737580983314632,Winter
650,0.05491180088349383,Winter
651,0.09123673706116615,Winter
652,0.11013345369713351,Winter
653,0.05648706257887885,Winter
654,0.025529146452479237,Winter
655,0.036996428370057705,Winter
656,0.05780418896152053,Winter
657,0.036868736034686475,Winter
658,0.05154476128094391,Winter
659,0.06121976337738434,Winter
660,0.03343659658855497,Winter
661,0.05968044462966253,Winter
662,0.05322690192326919,Winter
663,0.06730765320119902,Winter
664,0.05609857969666429,Winter
665,0.08455794645230608,Winter
666,0.044396814696532824,Winter
667,0.059564779817255165,Winter
668,0.06336052897116878,Winter
669,0.03355296640374748,Winter
670,0.05058640213522846,Winter
671,0.04282724367817789,Winter
672,0.06911560494444909,Winter
673,0.049867108317374634,Winter
674,0.036672404166635,Winter
675,0.05908235204674949,Winter
676,0.05109747176970423,Winter
677,0.08227310846793351,Winter
678,0.06824316969705682,Winter
679,0.03885085395442735,Winter
680,0.05378814375395298,Winter
681,0.07083009427958083,Winter
682,0.06691253310818789,Winter
683,0.04826175076330131,Winter
684,0.052290344016697216,Winter
685,0.05277543950025076,Winter
686,0.060984024490028654,Winter
687,0.06544732596476373,Winter
688,0.08318416088821132,Winter
689,0.03985890309138554,Winter
690,0.04139416896623374,Winter
691,0.06085499386686159,Winter
692,0.0491458715059645,Winter
693,0.040687020864394324,Winter
694,0.05584288152521998,Winter
695,0.08258314757652663,Winter
696,0.05333814176637274,Winter
697,0.04017643748005156,Winter
698,0.06456751958208269,Winter
699,0.09258771174345762,Winter
700,0.04046718816173185,Winter
701,0.07717413468596707,Winter
702,0.029228164479085002,Winter
703,0.06220530756432052,Winter
704,0.0470506116244864,Winter
705,0.10022104801263901,Winter
706,0.05891113405702105,Winter
707,0.03526214355814564,Winter
708,0.04235869398474271,Winter
709,0.03923877774811071,Winter
710,0.052451944087159585,Winter
711,0.04235488103792007,Winter
712,0.06308578673680612,Winter
713,0.09246889518490586,Winter
714,0.09324151811509697,Winter
715,0.07385408710358699,Winter
716,0.05715328500690374,Winter
717,0.09635709896192939,Winter
718,0.039163361491129624,Winter
719,0.0875499275726743,Winter
720,0.025638789813013048,Winter
721,0.03621220788063995,Winter
722,0.058472445520533003,Winter
723,0.04418488955996247,Winter
724,0.08651289643757293,Winter
725,0.05827149767035096,Winter
726,0.038551965105117436,Winter
727,0.021484129303749832,Winter
728,0.04961194970341244,Winter
729,0.05022358991955106,Winter
730,0.07250113873922837,Winter
731,0.036412058601385106,Winter
732,0.044045282060520885,Winter
733,0.06555058731757443,Winter
734,0.07719568917044846,Winter
735,0.06461456568504716,Winter
736,0.046859314438086344,Winter
737,0.07549405460194342,Winter
738,0.03781675589092501,Winter
739,0.06908911844777355,Winter
740,0.06881995997823645,Winter
741,0.04741111694712785,Winter
742,0.018343670308763875,Winter
743,0.10474096882339116,Winter
744,0.03208909059363622,Winter
745,0.08833839807471422,Winter
746,0.05671066150083702,Winter
747,0.05400751216696249,Winter
748,0.08573844654776272,Winter
749,0.05051987478135614,Winter
750,0.0691167693449555,Winter
751,0.04396957677592309,Winter
752,0.037462464800863335,Winter
753,0.04670785975701941,Winter
754,0.0607105068536503,Winter
755,0.03373303240353545,Winter
756,0.04038440230921185,Winter
757,0.08423519096323112,Winter
758,0.07128906583424621,Winter
759,0.04968915512351642,Winter
760,0.044656197711779394,Winter
761,0.0368436277350271,Winter
762,0.09271401183078215,Winter
763,0.08114830471270727,Winter
764,0.038549197136316896,Winter
765,0.07330114775286056,Winter
766,0.07064475536933802,Winter
767,0.04736174426675105,Winter
768,0.04270582257443038,Winter
769,0.01808639649939465,Winter
770,0.03180100743576452,Winter
771,0.09153234167847707,Winter
772,0.06328840671706047,Winter
773,0.01588916259520829,Winter
774,0.022263544663439182,Winter
775,0.09725560507871359,Winter
776,0.04674280263687702,Winter
777,0.06606878798702237,Winter
778,0.042158351117519054,Winter
779,0.030845783560504048,Winter
780,0.053333690281778756,Winter
781,0.047242743918633257,Winter
782,0.05151807694037785,Winter
783,0.055401329837771573,Winter
784,0.051938939460093564,Winter
785,0.04114270307676624,Winter
786,0.016359736775588454,Winter
787,0.06375075506319945,Winter
788,0.06772367612130924,Winter
789,0.06751317365644569,Winter
790,0.05429366684547514,Winter
791,0.06954774852471825,Winter
792,0.07748226930801204,Winter
793,0.061763834904717374,Winter
794,0.0652410623227784,Winter
795,0.08421721125144152,Winter
796,0.08550874232731794,Winter
797,0.02685863574770446,Winter
798,0.047320317298167075,Winter
799,0.03328508078223712,Winter
800,0.0458583833143838,Winter
801,0.06537171578304704,Winter
802,0.09032926632609244,Winter
803,0.11934143843249408,Winter
804,0.07036450196717015,Winter
805,0.06966200386302984,Winter
806,0.046356525424098835,Winter
807,0.03799156943771623,Winter
808,0.03886562330776828,Winter
809,0.018237228976473323,Winter
810,0.0441154915241062,Winter
811,0.02803663561763294,Winter
812,0.03363974351223606,Winter
813,0.03456162511018909,Winter
814,0.0582793494055154,Winter
815,0.08018438226879751,Winter
816,0.0538533221150013,Winter
817,0.04384757702869242,Winter
818,0.08112059383430559,Winter
819,0.04559941738967869,Winter
820,0.07314780646766211,Winter
821,0.08185666097495892,Winter
822,0.05219148802359279,Winter
823,0.0850525398480663,Winter
824,0.026266637273983096,Winter
825,0.04270967069009211,Winter
826,0.06533858789832994,Winter
827,0.05669963674723244,Winter
828,0.07323222225074807,Winter
829,0.03674418209573184,Winter
830,0.04439103484697031,Winter
831,0.025584787564548656,Winter
832,0.07369955415861731,Winter
833,0.08894235135929474,Winter
834,0.049587247524452115,Winter
835,0.06004276588883461,Winter
836,0.08730058482223352,Winter
837,0.021184147273777324,Winter
838,0.035952009171813216,Winter
839,0.02872208840000312,Winter
840,0.029862413736921587,Winter
841,0.04555618181479509,Winter
842,0.0789862246268037,Winter
843,0.08536702922785308,Winter
844,0.021587273626621745,Winter
845,0.07331041108173292,Winter
846,0.06025526775651574,Winter
847,0.020915050676325084,Winter
848,0.06854604048489116,Winter
849,0.04876363415477124,Winter
850,0.054365313606608186,Winter
851,0.07162316362679806,Winter
852,0.0967870775290196,Winter
853,0.08939951010832024,Winter
854,0.050453646455273796,Winter
855,0.060664716149430836,Winter
856,0.0483327487251005,Winter
857,0.06322491948003844,Winter
858,0.013416428053200058,Winter
859,0.02315526150299777,Winter
860,0.06593832971154007,Winter
861,0.07548916613243023,Winter
862,0.05007781978277751,Winter
863,0.06595522483329544,Winter
864,0.06352727444467485,Winter
865,0.027248141004698027,Winter
866,0.05192845569898416,Winter
867,0.021111434175012725,Winter
868,0.07762811472243274,Winter
869,0.04938326324465953,Winter
870,0.06634488525524357,Winter
871,0.061652839937095284,Winter
872,0.08128903435882762,Winter
873,0.04317287815369378,Winter
874,0.032862409109777314,Winter
875,0.03278387177487901,Winter
876,0.07122785825974498,Winter
877,0.07980526292871443,Winter
878,0.0433757909052281,Winter
879,0.02304983286972102,Winter
880,0.07946142451923457,Winter
881,0.08205198711855177,Winter
882,0.06668128259846229,Winter
883,0.06151789765606877,Winter
884,0.06677419335920098,Winter
885,0.054021699150588534,Winter
886,0.09557448616090121,Winter
887,0.0671927535293378,Winter
888,0.045513071514618794,Winter
889,0.10057037330372166,Winter
890,0.07443390626449697,Winter
891,0.07125165809729572,Winter
892,0.07677387819156825,Winter
893,0.04549158786484725,Winter
894,0.07980756154555672,Winter
895,0.016297687482410974,Winter
896,0.06246916779359386,Winter
897,0.08066387483581836,Winter
898,0.03711296272592339,Winter
899,0.040619572648538944,Winter
900,0.031975422939942766,Winter
901,0.05290272860740894,Winter
902,0.0836615141437107,Winter
903,0.034854836818125824,Winter
904,0.06759623450892574,Winter
905,0.0800044591149092,Winter
906,0.08450961872328339,Winter
907,0.04022566739316366,Winter
908,0.06738936102979304,Winter
909,0.031488616492637664,Winter
910,0.03993803369105497,Winter
911,0.0375466657050272,Winter
912,0.09652830660173867,Winter
913,0.12973136955125514,Winter
914,0.04516232728843061,Winter
915,0.06453005992936679,Winter
916,0.05446731476027143,Winter
917,0.02654182886978413,Winter
918,0.09017719072984944,Winter
919,0.035536964841588393,Winter
920,0.021724961346229234,Winter
921,0.04225044026344568,Winter
922,0.03728329572060976,Winter
923,0.045756856682353145,Winter
924,0.05539532914699047,Winter
925,0.027310093554092245,Winter
926,0.03958059618936852,Winter
927,0.07033937274084365,Winter
928,0.0375989947406278,Winter
929,0.026219243562425245,Winter
930,0.08662024609098382,Winter
931,0.07916889088189545,Winter
