Date,TempA,TempB,TempC,TempD,pHA,pHB,pHC,pHD,EC_A,EC_B,EC_C,EC_D,DO_A,DO_B,DO_C,DO_D,BOD_A,BOD_B,BOD_C,BOD_D,TN_A,TN_B,TN_C,TN_D
15-Sep-22,24.9,24.8,25.3,25,7.29,7.38,7.32,7.25,951,952,839,951,2,2.03,1.97,1.98,31.52,31.69,32,31.86,1.87,1.89,2.01,1.98
,24.62887241,,,,,,,,,,,,,,,,,,,,,,,
,24.88127689,,,,,,,,,,,,,,,,,,,,,,,
,24.52975451,,,,,,,,,,,,,,,,,,,,,,,
,24.49178833,,,,,,,,,,,,,,,,,,,,,,,
,24.70269175,,,,,,,,,,,,,,,,,,,,,,,
,24.75603944,,,,,,,,,,,,,,,,,,,,,,,
,24.2390583,,,,,,,,,,,,,,,,,,,,,,,
,24.51870287,,,,,,,,,,,,,,,,,,,,,,,
,24.55084057,,,,,,,,,,,,,,,,,,,,,,,
,24.77293426,,,,,,,,,,,,,,,,,,,,,,,
,24.62811956,,,,,,,,,,,,,,,,,,,,,,,
,24.50719894,,,,,,,,,,,,,,,,,,,,,,,
,24.46120774,,,,,,,,,,,,,,,,,,,,,,,
,24.25256431,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-22,24.2,24.3,24.7,24.5,7.45,7.69,7.36,7.39,958,992,945,976,2.1,2.09,2.03,2.05,29.75,29.96,30.27,30.1,1.55,1.59,1.68,1.88
,24.07841167,,,,,,,,,,,,,,,,,,,,,,,
,23.75744589,,,,,,,,,,,,,,,,,,,,,,,
,23.74198705,,,,,,,,,,,,,,,,,,,,,,,
,23.99479767,,,,,,,,,,,,,,,,,,,,,,,
,23.95204819,,,,,,,,,,,,,,,,,,,,,,,
,24.04421084,,,,,,,,,,,,,,,,,,,,,,,
,24.06151504,,,,,,,,,,,,,,,,,,,,,,,
,24.00062677,,,,,,,,,,,,,,,,,,,,,,,
,23.98549098,,,,,,,,,,,,,,,,,,,,,,,
,23.75872677,,,,,,,,,,,,,,,,,,,,,,,
,23.83693484,,,,,,,,,,,,,,,,,,,,,,,
,23.76426455,,,,,,,,,,,,,,,,,,,,,,,
,23.73597281,,,,,,,,,,,,,,,,,,,,,,,
,23.89499337,,,,,,,,,,,,,,,,,,,,,,,
15-Oct-22,23.7,23.2,23.5,23.1,7.51,7.88,7.49,7.51,1128,1298,1234,1246,2.14,2.18,2.15,2.19,29.63,29.52,29.61,29.5,1.62,1.59,1.55,1.49
,23.68823557,,,,,,,,,,,,,,,,,,,,,,,
,23.46547776,,,,,,,,,,,,,,,,,,,,,,,
,23.17439624,,,,,,,,,,,,,,,,,,,,,,,
,23.41654676,,,,,,,,,,,,,,,,,,,,,,,
,23.46784123,,,,,,,,,,,,,,,,,,,,,,,
,23.58698371,,,,,,,,,,,,,,,,,,,,,,,
,23.37628848,,,,,,,,,,,,,,,,,,,,,,,
,23.62223964,,,,,,,,,,,,,,,,,,,,,,,
,23.62693951,,,,,,,,,,,,,,,,,,,,,,,
,23.11938261,,,,,,,,,,,,,,,,,,,,,,,
,23.22117962,,,,,,,,,,,,,,,,,,,,,,,
,23.20655492,,,,,,,,,,,,,,,,,,,,,,,
,23.59483252,,,,,,,,,,,,,,,,,,,,,,,
,23.36747904,,,,,,,,,,,,,,,,,,,,,,,
30-Oct-22,23.1,22.8,23,22.6,7.59,7.92,7.63,7.55,1369,1447,1498,1416,2.19,2.25,2.24,2.3,29.5,29.07,29.1,29,1.28,1.21,1.23,1.15
,22.79218381,,,,,,,,,,,,,,,,,,,,,,,
,22.73135205,,,,,,,,,,,,,,,,,,,,,,,
,22.69649777,,,,,,,,,,,,,,,,,,,,,,,
,22.88781608,,,,,,,,,,,,,,,,,,,,,,,
,22.93530267,,,,,,,,,,,,,,,,,,,,,,,
,22.95628502,,,,,,,,,,,,,,,,,,,,,,,
,22.77184201,,,,,,,,,,,,,,,,,,,,,,,
,23.06730407,,,,,,,,,,,,,,,,,,,,,,,
,22.94008117,,,,,,,,,,,,,,,,,,,,,,,
,22.8872656,,,,,,,,,,,,,,,,,,,,,,,
,22.86986933,,,,,,,,,,,,,,,,,,,,,,,
,22.84243379,,,,,,,,,,,,,,,,,,,,,,,
,22.6501035,,,,,,,,,,,,,,,,,,,,,,,
,23.08877988,,,,,,,,,,,,,,,,,,,,,,,
15-Nov-22,22.6,22.1,22.4,22,7.6,7.93,7.65,7.56,1512,1579,1619,1570,2.3,2.39,2.33,2.41,29.18,28.76,28.95,28.33,1.18,1.23,1.34,1.27
,22.55169712,,,,,,,,,,,,,,,,,,,,,,,
,22.1204627,,,,,,,,,,,,,,,,,,,,,,,
,22.08239299,,,,,,,,,,,,,,,,,,,,,,,
,22.45975017,,,,,,,,,,,,,,,,,,,,,,,
,22.23915331,,,,,,,,,,,,,,,,,,,,,,,
,22.43014842,,,,,,,,,,,,,,,,,,,,,,,
,22.4146564,,,,,,,,,,,,,,,,,,,,,,,
,22.04489219,,,,,,,,,,,,,,,,,,,,,,,
,22.39518702,,,,,,,,,,,,,,,,,,,,,,,
,22.30151248,,,,,,,,,,,,,,,,,,,,,,,
,22.15817427,,,,,,,,,,,,,,,,,,,,,,,
,22.18302151,,,,,,,,,,,,,,,,,,,,,,,
,22.37232576,,,,,,,,,,,,,,,,,,,,,,,
,22.12913522,,,,,,,,,,,,,,,,,,,,,,,
30-Nov-22,22,21.7,21.9,21.8,7.69,7.95,7.68,8.11,1627,1676,1610,1690,2.41,2.53,2.49,2.5,28.3,28,28.17,28.14,1.27,1.26,1.17,1.29
